0 122.625000
1 124.750000
2 120.000000
3 124.250000
4 118.750000
5 123.500000
6 120.500000
7 121.000000
8 120.250000
9 123.750000
10 121.750000
11 123.250000
12 126.000000
13 124.000000
14 123.500000
15 121.250000
16 120.500000
17 115.809082
18 124.949219
19 120.754883
20 117.250000
21 126.500000
22 122.500000
23 122.250000
24 120.000000
25 122.000000
26 119.500000
27 122.500000
28 125.500000
29 117.250000
30 120.000000
31 123.250000
32 126.750000
33 120.750000
34 119.500000
35 126.750000
36 122.500000
37 125.500000
38 125.250000
39 122.500000
40 122.500000
41 126.250000
42 122.500000
43 119.750000
44 125.750000
45 126.500000
46 120.750000
47 113.293457
48 118.000000
49 119.001953
50 124.250000
51 118.000000
52 121.250000
53 119.000000
54 123.500000
55 121.750000
56 121.750000
57 103.000000
58 125.000000
59 123.000000
60 125.500000
61 122.000000
62 119.500000
63 127.500000
64 121.894531
65 120.750000
66 124.000000
67 123.750000
68 126.000000
69 122.750000
70 127.250000
71 122.000000
72 127.250000
73 123.750000
74 126.894531
75 122.750000
76 123.250000
77 122.394531
78 121.160156
79 102.148926
