0 491
1 499
2 480
3 497
4 475
5 494
6 482
7 484
8 481
9 495
10 487
11 493
12 504
13 496
14 494
15 485
16 482
17 469
18 501
19 484
20 469
21 506
22 490
23 489
24 480
25 488
26 478
27 490
28 502
29 469
30 480
31 493
32 507
33 483
34 478
35 507
36 490
37 502
38 501
39 490
40 490
41 505
42 490
43 479
44 503
45 506
46 483
47 458
48 472
49 477
50 497
51 472
52 485
53 476
54 494
55 487
56 487
57 412
58 500
59 492
60 502
61 488
62 478
63 510
64 488
65 483
66 496
67 495
68 504
69 491
70 509
71 488
72 509
73 495
74 508
75 491
76 493
77 490
78 486
79 410
