0 121.000000
1 123.500000
2 125.500000
3 125.510254
4 127.500000
5 129.000000
6 123.500000
7 122.500000
8 123.500000
9 127.500000
10 127.500000
11 125.500000
12 124.500000
13 123.500000
14 122.000000
15 123.500000
16 129.000000
17 127.500000
18 127.000000
19 126.500000
20 114.000000
21 125.000000
22 121.699219
23 126.000000
24 125.500000
25 127.500000
26 124.000000
27 124.500000
28 123.500000
29 123.000000
30 128.000000
31 127.000000
32 128.500000
33 117.826660
34 120.500000
35 123.500000
36 126.402344
37 46.000000
