0 620
1 611
2 583
3 596
4 611
5 626
6 619
7 625
8 601
9 594
10 583
11 620
12 624
13 627
14 597
15 580
16 607
17 616
18 621
19 626
20 617
21 601
22 586
23 596
24 621
25 625
26 608
27 584
28 592
29 602
30 622
31 626
32 615
33 400
