    0.000160867 488381536 488381584
    0.000170973 555490408 555490416
    0.000173209 976762594 976762595
    0.000175367 976762616 976762624
    0.000177839 977722752 977722784
    0.000180512 981422240 981422272
    0.000387873 976851497 976851504
    3.548744169 632464 632976
    3.565925741 7762576 7763088
    3.576285449 8841360 8841872
    3.582228824 4928144 4928656
    3.594128293 4214416 4214928
    3.604182648 8809104 8809616
    3.615559420 3989648 3990160
    3.628104332 3707024 3707536
    3.635924400 9573520 9574032
    3.645369205 700560 701072
    3.652366439 8967824 8968336
    3.663108972 6827664 6828176
    3.668397790 9736336 9736848
    3.678232452 2588816 2589328
    3.684472135 4115600 4116112
    3.687660121 5861008 5861520
    3.691623960 4618896 4619408
    3.699270638 8435856 8436368
    3.706461621 3792528 3793040
    3.710738390 6495888 6496400
    3.715753027 42128 42640
    3.724499945 4451984 4452496
    3.728642394 3309200 3309712
    3.734816473 7217808 7218320
    3.740723785 8282768 8283280
    3.751615511 10352784 10353296
    3.762050776 8434320 8434832
    3.767790142 2729104 2729616
    3.778239365 2654352 2654864
    3.787192595 10428048 10428560
    3.794400912 765072 765584
    3.801905621 8844944 8845456
    3.810679595 10066576 10067088
    3.818879013 152208 152720
    3.826066365 470672 471184
    3.836292839 748176 748688
    3.845062761 1959056 1959568
    3.855014142 372880 373392
    3.864539143 3687056 3687568
    3.873558818 5610640 5611152
    3.885250288 9425040 9425552
    3.890406868 7810192 7810704
    3.899693707 2631824 2632336
    3.906344236 1046672 1047184
    3.913764146 563344 563856
    3.917266262 9886352 9886864
    3.923414591 5009040 5009552
    3.931790613 3576976 3577488
    3.938202633 282768 283280
    3.941781699 7125648 7126160
    3.948594765 1279120 1279632
    3.954522103 10411664 10412176
    3.966551060 3436176 3436688
    3.974014264 10189456 10189968
    3.985525960 4666512 4667024
    3.991966199 7819408 7819920
    3.995340464 375952 376464
    4.007353968 9504400 9504912
    4.012791077 8189584 8190096
    4.018862273 7021200 7021712
    4.023528828 2500240 2500752
    4.032114907 7098000 7098512
    4.039097370 9208464 9208976
    4.046773363 4141200 4141712
    4.050642684 5302928 5303440
    4.062265292 3739280 3739792
    4.069476585 675984 676496
    4.078310277 4714640 4715152
    4.086734256 670352 670864
    4.092445499 5315216 5315728
    4.101638190 1474704 1475216
    4.110589807 7410832 7411344
    4.120669105 8885392 8885904
    4.129605400 494224 494736
    4.134824378 292496 293008
    4.138531929 3430032 3430544
    4.146176997 1007760 1008272
    4.155037808 3653264 3653776
    4.159329665 4426896 4427408
    4.166833829 7224464 7224976
    4.171353039 8815760 8816272
    4.179457850 3008656 3009168
    4.185925367 7885968 7886480
    4.194641071 4505232 4505744
    4.201337613 8994960 8995472
    4.208646491 4710544 4711056
    4.214444324 7898768 7899280
    4.217676898 3385488 3386000
    4.223872761 8142992 8143504
    4.232002743 2865808 2866320
