0 124.269531
1 125.570312
2 121.308594
3 123.343750
4 117.363281
5 120.199219
6 121.175781
7 122.812500
8 119.035156
9 125.300781
10 116.734375
11 122.875000
12 121.863281
13 121.894531
14 121.636230
15 122.269531
16 122.355469
17 121.003906
18 124.035156
19 126.250000
20 123.828125
21 121.449219
22 118.894531
23 120.835938
24 124.019531
25 123.515625
26 123.550781
27 118.953125
28 122.386719
29 121.718750
30 125.144531
31 124.453125
32 126.515625
33 119.128906
34 122.527344
35 124.175781
36 118.082031
37 126.539062
38 123.125000
39 117.933594
40 123.128906
41 124.000000
42 114.937500
43 110.227051
44 123.541016
45 123.855469
46 116.496094
47 122.089844
48 119.390625
49 122.613281
50 115.949219
51 122.378906
52 125.339844
53 122.085938
54 112.656250
55 124.039062
56 118.632812
57 128.000000
58 118.804688
59 128.769531
60 120.527344
61 121.593750
62 125.175781
63 120.609375
64 119.281250
65 118.593750
66 122.890625
67 123.378906
68 120.929688
69 125.750000
70 123.960938
71 125.015625
72 120.097656
73 117.199707
74 122.867188
75 114.736328
76 123.394531
77 123.613281
78 118.882812
79 121.164062
80 98.378906
