0 248
1 250
2 261
3 262
4 260
5 256
6 250
7 252
8 252
9 258
10 258
11 258
12 251
13 252
14 249
15 256
16 263
17 258
18 260
19 249
20 233
21 251
22 257
23 260
24 258
25 252
26 254
27 249
28 254
29 260
30 262
31 262
32 251
33 248
34 253
35 257
36 43
