0 124.000000
1 125.000000
2 130.500000
3 131.000000
4 130.000000
5 128.000000
6 125.000000
7 126.000000
8 126.000000
9 129.000000
10 129.000000
11 129.000000
12 125.500000
13 126.000000
14 124.500000
15 128.000000
16 131.500000
17 128.508789
18 130.000000
19 124.500000
20 116.500000
21 125.500000
22 128.500000
23 129.199219
24 129.000000
25 126.000000
26 127.000000
27 124.500000
28 127.000000
29 130.000000
30 131.000000
31 131.000000
32 125.500000
33 124.000000
34 126.500000
35 128.500000
36 21.500000
