0 311
1 305
2 292
3 298
4 305
5 313
6 310
7 312
8 303
9 297
10 292
11 312
12 313
13 310
14 299
15 292
16 304
17 308
18 313
19 313
20 306
21 303
22 293
23 296
24 313
25 312
26 310
27 290
28 296
29 303
30 307
31 313
32 313
33 183
